-3.816567171278033993e-02,1.884797695351398128e-01,-6.630478680458295158e-03,5.816985333476675651e-02,1.296065925269689334e-01,-9.004477587183368215e-02,1.516674784618443628e-01,3.906152615233830869e-03,-8.503295336211764976e-02,9.446082092841351363e-02,2.362937912063525683e-03,-2.290619436647373022e-04
4.472796683502523740e-02,5.134616247371034947e-02,3.861221290846462116e-03,-9.838238501126947422e-02,-3.306374608122060466e-02,-1.274621907818189459e-01,5.709983590928299074e-02,6.731042806472618822e-02,-9.478590775642316280e-03,5.846179827379202609e-02,-1.040648463751744218e-01,1.433366574805801721e-02
7.422406148780440194e-02,-3.600897214075204217e-02,1.337037926264836585e-01,-1.453590914449849614e-01,-2.333857562738381533e-02,1.320024662670686855e-01,-6.831470219279102418e-02,-5.764684042768064565e-02,1.057319414090031606e-01,1.772472979321096653e-01,7.258659291125577062e-02,-2.407861274072226401e-02
-1.845496328123406582e-01,6.387678065052766752e-02,-3.813185097209029900e-02,-7.163533413631966926e-03,-1.322993827186937921e-01,-1.394112201870043033e-01,-7.296218751401183089e-02,-5.586911053633698832e-02,1.718363148678642843e-02,6.956940236490441465e-02,-2.927473732120727465e-02,-1.922363616425941737e-02
-7.204344134331878979e-02,-1.756109388792408410e-01,-1.566193426761426921e-01,9.025060573571841438e-02,6.283040660943130240e-02,-4.901645745294092721e-02,7.956998498289706567e-02,2.269225580260429698e-02,-2.156084375152613752e-01,-1.315944679326400690e-01,7.032446951079805719e-02,-7.984058636666577224e-02
1.113991606859534023e-01,9.743481131837880560e-02,8.132017287720459675e-02,-5.393915888863789337e-02,-3.220365248267010455e-02,-8.142766975713948419e-02,4.804079256314153223e-02,2.712991564046385654e-02,6.326988023677379558e-02,2.277242395672255185e-02,1.253627441860106356e-02,8.647280859982840739e-02
5.660532883285879918e-02,-8.526280720699548621e-02,1.283267708546637353e-01,1.528461834863139301e-01,-1.654829664303589243e-01,-7.500213248538126209e-03,-1.133776819110511591e-01,1.777205501675830357e-01,-2.699443775079301763e-02,-7.793391619529925832e-03,-9.222045252527041881e-02,-8.722639638241237725e-02
-8.720521609365285143e-02,6.851949419736441671e-02,2.606003478741608995e-02,1.126236044553667326e-01,1.418855654017305012e-01,-1.849720398000401500e-01,4.562182122762429431e-02,1.129574807133986308e-01,1.133337101427893956e-01,-1.555334201410395190e-01,5.448747894295653121e-02,-9.768630572283912294e-02
1.301443653825960778e-02,-1.215376053205256823e-02,1.584208377740542462e-01,1.639847637999981844e-02,-1.252858928401452965e-01,7.286083306514147540e-02,-3.413269089843033038e-02,-1.006209071588788639e-02,1.500032217753737851e-01,6.387420393710463093e-03,1.316770346605316833e-01,8.307885390799941983e-02
-1.203953567027879062e-01,9.027787279796194164e-02,7.082105694074838920e-02,-5.601833930725431260e-02,-3.187916343093244453e-02,-1.282735878693080367e-01,-8.588820469980393627e-03,3.852402914017113295e-02,-2.282868886349544713e-01,-5.545747308147534749e-02,-8.959545061111079400e-02,-4.619950195973127755e-02
5.728438093819208238e-02,1.282188637240395945e-01,-1.333289188178599649e-01,6.586271464631827943e-02,-6.335803118197327888e-02,-4.129481127878550928e-02,3.724804546890107121e-02,1.945819754495098919e-01,-3.701950535896783578e-02,3.184512305929149134e-02,-9.647984756130356665e-02,7.000206239395040386e-02
1.116747194809081800e-01,-1.702647304087387958e-01,-1.332863744429067798e-01,3.905924471397736325e-02,-1.485175385647493143e-03,-1.615882745097134143e-01,-6.521867911528371649e-03,-7.604571955442918085e-02,5.763092451316792486e-02,-1.631244469111011453e-01,1.335732483851073682e-01,-6.371818244299641554e-02
-9.907917214299187536e-02,-8.530049871754991075e-02,4.795188898353378720e-02,9.552982754120346864e-02,5.850040088005897809e-02,-1.038918823839046074e-01,-1.516484787330805717e-01,1.585785937406433144e-01,-3.361536237943436867e-02,-1.796686335093936396e-02,1.656058496324098739e-01,-5.955106104955035055e-03
1.330338754466801714e-02,1.849891327344289349e-01,2.845944276046189370e-03,1.573227279316710414e-01,1.515533456914395019e-02,-1.872145328036687595e-01,4.651039697628547159e-02,4.524449347302563623e-02,-3.599391260056802183e-02,2.471269058553449138e-02,1.955397605258750796e-02,4.858946338798996595e-02
7.705424242651241762e-02,-8.383047098074741799e-02,4.357388152321225311e-03,-4.465124908019760253e-02,9.446735936334865746e-02,1.421347964172583328e-02,-1.650697103232758034e-02,3.908514070843069343e-02,1.737273978301854538e-01,-1.010908662624462745e-01,1.229712987126483775e-01,4.322696445910975682e-02
-9.861128197130368533e-02,1.744885165604133717e-02,-1.227464348754701839e-01,1.509732374458596857e-02,-2.134667006499317825e-03,-5.716107751694575467e-02,4.094924466967804488e-02,-3.444850758955506770e-02,-9.061644438011741409e-02,-9.212230976167504540e-03,-6.435126655706083221e-02,7.690404015519758385e-02
7.255823115597029305e-02,-1.890247576204459323e-01,1.117699626887589809e-01,-1.131485261919135954e-01,-2.086480475405795912e-02,1.663362254265901563e-02,1.522189198663496945e-01,1.683217847759841193e-02,-4.175325882202177846e-02,-7.000349303185116057e-02,8.234342210993330843e-03,-3.530041571931676753e-02
-1.210163968372138660e-01,8.632946555825381230e-02,-9.860461647116951223e-02,1.117369807985839486e-01,-3.006904170728140133e-02,-4.151809721930976166e-02,8.800408256575802113e-02,3.525405553423671678e-02,-7.339337963116733532e-02,1.349452711067289923e-01,2.764943392288800577e-03,-2.341389461063567504e-02
-2.520983505463031404e-02,1.614922367986776908e-01,4.636023766090327514e-02,1.001760377511247413e-01,-9.248364827196185745e-02,-2.103906068321940992e-02,-6.585940903659012746e-02,-8.683026803091732637e-02,-7.872288641420016608e-02,-1.209758992163996044e-01,1.081837427587374438e-02,-1.134536594107825661e-02
-2.218640157312056632e-02,7.204598288894687244e-03,3.241450049556991730e-02,-1.756066323921618710e-01,2.241827124881412558e-02,1.178299456903539877e-01,1.222612634919771762e-01,7.241202072064140127e-02,-2.103913337566799477e-02,-1.671203834349906797e-02,-4.231972787316912871e-02,-1.838430077103880012e-01
3.762857834900984466e-02,-5.386587069225667185e-02,9.286522890195716973e-02,-4.589157435789271294e-02,-1.400014458522428618e-01,-6.362988648823560134e-02,-1.403535988400715362e-01,9.923312998182540201e-02,7.222405494893399669e-02,-1.008375663953303969e-01,3.971611896351460308e-02,-4.987414039367871199e-02
-9.516188802906698496e-02,1.747014428595876634e-01,-1.706846886613827829e-01,-3.586967156349354924e-02,2.349198611650666485e-02,-6.967684798570070170e-02,1.293175091540559318e-01,4.028777420520491571e-03,-1.660743551166551368e-01,5.702882798754724258e-02,-3.024812204200097790e-02,2.337755046617761776e-02
-3.512076745089313251e-02,1.390551244272336673e-01,-5.752128224381106852e-02,6.705240800078092478e-02,9.914338199365640980e-02,4.912021194083198566e-02,-9.401158472920815093e-03,1.253428325138470495e-02,-6.127347533476722174e-02,7.295600177802123720e-02,-1.806688625053524608e-02,-3.453124379275096523e-02
1.138023669944750738e-01,1.993209044469753943e-01,-9.844935156618421501e-02,5.531684808206329546e-02,-7.621770932357634087e-02,-1.788455554269136050e-01,-3.970182393799180816e-03,-6.405518368976842458e-02,-8.057144514952915837e-02,3.048402861424264962e-02,-1.791212352787519696e-02,1.699534448452018690e-02
