3.524690859117224906e-01,3.530421966337490836e-01,3.524690859151946576e-01,3.530421966372212506e-01,1.341012561824589605e-03,1.438001043580099114e-03,1.338796621626844353e-03,1.448160031886160798e-03,3.497892185645593566e-01,3.501559772639513679e-01,5.816371165338741261e-08,5.829433148966064323e-08,0.000000000000000000e+00,0.000000000000000000e+00,3.472168566904769997e-12,3.472168566904769997e-12
2.878775458113825847e-01,2.896516583856981741e-01,2.878775458148575273e-01,2.896516583891731167e-01,1.403397129306534468e-03,1.376653346758526008e-03,1.398385280692080075e-03,1.370171268576383244e-03,2.850757026798655391e-01,2.869047741690188835e-01,6.072151841604777840e-08,5.960134438053924208e-08,0.000000000000000000e+00,0.000000000000000000e+00,3.474928609812493041e-12,3.474928609812493041e-12
2.134770279088500367e-01,2.141568275265506582e-01,2.134770279123267001e-01,2.141568275300273216e-01,1.293985623751692758e-03,1.359672378421581318e-03,1.298465294093851001e-03,1.368301225104399249e-03,2.108845184647432924e-01,2.114287932510205970e-01,5.852626118689329803e-08,6.067200408560176197e-08,0.000000000000000000e+00,0.000000000000000000e+00,3.476670823631512111e-12,3.476670823631512111e-12
1.550551701352171630e-01,1.562574311628698864e-01,1.550551701387128944e-01,1.562574311663656179e-01,1.361063995299791616e-03,1.338537441064270280e-03,1.391131464416238417e-03,1.367916562620220215e-03,1.523029186254911682e-01,1.535509188136708336e-01,5.605000997178750190e-08,5.834551455560426288e-08,0.000000000000000000e+00,0.000000000000000000e+00,3.495731380227210841e-12,3.495731380227210841e-12
1.570947091238348026e-01,1.595998554734882613e-01,1.570947091273445506e-01,1.595998554769980093e-01,1.274885749820815588e-03,1.307468247669534402e-03,1.336134012050493956e-03,1.362253538313081295e-03,1.544836333777493687e-01,1.569300758574092014e-01,5.598421412516540577e-08,5.783009643223069550e-08,0.000000000000000000e+00,0.000000000000000000e+00,3.509749530354529727e-12,3.509749530354529727e-12
2.148741975142943184e-01,2.294454341779840201e-01,2.148741975179181696e-01,2.294454341816078713e-01,9.283278914039688181e-04,9.543112780387638921e-04,1.316413191470560979e-03,1.374115339945224069e-03,2.126294040170801092e-01,2.271169550720055219e-01,5.241433966946385291e-08,5.248799451354805356e-08,0.000000000000000000e+00,0.000000000000000000e+00,3.623855551640481439e-12,3.623855551640481439e-12
3.352097383569181965e-01,3.350371776214772779e-01,3.352097383606061909e-01,3.350371776251652722e-01,6.415893681525815804e-04,6.977709468081797189e-04,1.317281219068397978e-03,1.375499863538970444e-03,3.332508165617476537e-01,3.329638560446522844e-01,5.120794953167166020e-08,5.076647784275169461e-08,0.000000000000000000e+00,0.000000000000000000e+00,3.688003579147159748e-12,3.688003579147159748e-12
6.391118123193084699e-01,7.017116627632322690e-01,6.391118123231176451e-01,7.017116627670414442e-01,5.147099280254107713e-04,4.979534891892869325e-04,1.308998927976304325e-03,1.370948506991345262e-03,6.372880541453416203e-01,6.998427101797175531e-01,4.931796513878713330e-08,5.058733406737244695e-08,0.000000000000000000e+00,0.000000000000000000e+00,3.809146827879594604e-12,3.809146827879594604e-12
6.142785370065543260e-01,6.187095218001097408e-01,6.142785370103399645e-01,6.187095218038953792e-01,4.977861205258535737e-04,4.746017020364359882e-04,1.369207543522282192e-03,1.359773595729264848e-03,6.124114943001939260e-01,6.168750959401875233e-01,4.904231222337703097e-08,5.056215643960983806e-08,0.000000000000000000e+00,0.000000000000000000e+00,3.785657323548324195e-12,3.785657323548324195e-12
6.716984095298981217e-01,6.218133395808933539e-01,6.716984095337027449e-01,6.218133395846979772e-01,4.451317955014660009e-04,4.625856709259928805e-04,1.422372799981579334e-03,1.367061583141454756e-03,6.698308558136983892e-01,6.199836424339445484e-01,4.912071675670423116e-08,4.989288135253791243e-08,0.000000000000000000e+00,0.000000000000000000e+00,3.804648679960409063e-12,3.804648679960409063e-12
7.016565544887992667e-01,6.269678134222965715e-01,7.016565544926127718e-01,6.269678134261100766e-01,3.835431037317751468e-04,4.545899187642769867e-04,1.463598218770107264e-03,1.368421852490320830e-03,6.998093632952153698e-01,6.251447515228220064e-01,4.987108199730433421e-08,5.012822007468627772e-08,0.000000000000000000e+00,0.000000000000000000e+00,3.813486553351305054e-12,3.813486553351305054e-12
5.922172852103310126e-01,5.849876149241987067e-01,5.922172852141837085e-01,5.849876149280514026e-01,3.927436444123530998e-04,3.912889362332641445e-04,1.387141588177207398e-03,1.384362112879218868e-03,5.904373520872954195e-01,5.832119149002491509e-01,4.789044610263350380e-08,4.897483702534830579e-08,0.000000000000000000e+00,0.000000000000000000e+00,3.852742070079787935e-12,3.852742070079787935e-12
5.806014591678679837e-01,6.095925575894695081e-01,5.806014591717498785e-01,6.095925575933514029e-01,3.341288839171862950e-04,3.278164133869031389e-04,1.336277716025708858e-03,1.374723990243005003e-03,5.789310062274946045e-01,6.078899702006436145e-01,4.634043045026643730e-08,4.698519593765781571e-08,0.000000000000000000e+00,0.000000000000000000e+00,3.881946877665628951e-12,3.881946877665628951e-12
8.174680425497623526e-01,8.446888498145372903e-01,8.174680425538173312e-01,8.446888498185922689e-01,7.456009860783119270e-06,9.550468578807880992e-06,1.314506324539619795e-03,1.368410922673860084e-03,8.161460478728018719e-01,8.433108532783610833e-01,3.234256007456691683e-08,3.514492354695561734e-08,0.000000000000000000e+00,0.000000000000000000e+00,4.054957379207478843e-12,4.054957379207478843e-12
9.183738220326836954e-01,9.478871494788103647e-01,9.183738220367781979e-01,9.478871494829048672e-01,2.653209528103341183e-05,2.543186797813466306e-05,1.376597988933303974e-03,1.364992572741467953e-03,9.169706563069909278e-01,9.464966903455243052e-01,3.564147842969753922e-08,3.469256647211644381e-08,0.000000000000000000e+00,0.000000000000000000e+00,4.094512723819406114e-12,4.094512723819406114e-12
